Month,Season,Date,Year,Day,Max.Temp,Min.Temp,Mean.Temp,Total.Precip,Season.Yr
2,Winter,2017-02-17,2017,17,10.7,4.5,7.6,0.8,2017
2,Winter,2017-02-18,2017,18,6.3,4.8,5.6,1.2,2017
2,Winter,2017-02-19,2017,19,8.2,4.7,6.5,7,2017
2,Winter,2017-02-20,2017,20,8.7,4,6.4,1,2017
2,Winter,2017-02-21,2017,21,7.4,1.5,4.5,1.8,2017
2,Winter,2017-02-22,2017,22,6.9,0.2,3.6,0,2017
2,Winter,2017-02-23,2017,23,6,-0.7,2.7,0,2017
2,Winter,2017-02-24,2017,24,8.1,0.8,4.5,0,2017
2,Winter,2017-02-25,2017,25,5.6,-3.4,1.1,0.4,2017
2,Winter,2017-02-26,2017,26,6.6,0.5,3.6,4,2017
2,Winter,2017-02-27,2017,27,3.5,-1.8,0.9,0,2017
2,Winter,2017-02-28,2017,28,5.7,-1.7,2,1,2017
3,Spring,2017-03-01,2017,1,7.9,3.1,5.5,0.8,2017
3,Spring,2017-03-02,2017,2,7.5,4.4,6,4.4,2017
3,Spring,2017-03-03,2017,3,7.5,5,6.3,7.4,2017
3,Spring,2017-03-04,2017,4,6.7,0.9,3.8,0,2017
3,Spring,2017-03-05,2017,5,4.5,0,2.3,8.6,2017
3,Spring,2017-03-06,2017,6,6.2,0.4,3.3,1,2017
3,Spring,2017-03-07,2017,7,4.6,0.7,2.7,10.4,2017
3,Spring,2017-03-08,2017,8,7,0.9,4,2.2,2017
3,Spring,2017-03-09,2017,9,4.6,1.2,2.9,8.2,2017
3,Spring,2017-03-10,2017,10,8.8,3.5,6.2,4,2017
3,Spring,2017-03-11,2017,11,9.3,4.3,6.8,9.4,2017
3,Spring,2017-03-12,2017,12,9.7,6.6,8.2,4.2,2017
3,Spring,2017-03-13,2017,13,10.3,7,8.7,10.8,2017
3,Spring,2017-03-14,2017,14,14.4,7.6,11,9.8,2017
3,Spring,2017-03-15,2017,15,10.9,7.3,9.1,4.2,2017
3,Spring,2017-03-16,2017,16,9.5,4.7,7.1,2,2017
3,Spring,2017-03-17,2017,17,9.1,3,6.1,10.2,2017
3,Spring,2017-03-18,2017,18,8.3,4.7,6.5,10.2,2017
3,Spring,2017-03-19,2017,19,9.2,1.3,5.3,0,2017
3,Spring,2017-03-20,2017,20,8.7,-1.4,3.7,0,2017
3,Spring,2017-03-21,2017,21,11.7,6.1,8.9,5.8,2017
3,Spring,2017-03-22,2017,22,12.5,6,9.3,2.6,2017
3,Spring,2017-03-23,2017,23,12.3,4.1,8.2,4.6,2017
3,Spring,2017-03-24,2017,24,10.8,5.6,8.2,6.6,2017
3,Spring,2017-03-25,2017,25,10.9,6.3,8.6,1,2017
3,Spring,2017-03-26,2017,26,9.9,5.6,7.8,15,2017
3,Spring,2017-03-27,2017,27,12.1,5.9,9,7.2,2017
3,Spring,2017-03-28,2017,28,8.9,7.1,8,29.6,2017
3,Spring,2017-03-29,2017,29,13.5,5.8,9.7,24.8,2017
3,Spring,2017-03-30,2017,30,11.8,6.1,9,0.2,2017
3,Spring,2017-03-31,2017,31,11.7,4,7.9,0.8,2017
4,Spring,2017-04-01,2017,1,10.8,6.4,8.6,11.2,2017
4,Spring,2017-04-02,2017,2,10.6,5.7,8.2,0,2017
4,Spring,2017-04-03,2017,3,10.3,1.7,6,0,2017
4,Spring,2017-04-04,2017,4,13.8,4.7,9.3,7.2,2017
4,Spring,2017-04-05,2017,5,11.1,8.2,9.7,13.4,2017
4,Spring,2017-04-06,2017,6,13.3,7.2,10.3,5.2,2017
4,Spring,2017-04-07,2017,7,12.6,6,9.3,11.4,2017
4,Spring,2017-04-08,2017,8,8.5,5.7,7.1,9.8,2017
4,Spring,2017-04-09,2017,9,12.9,2.8,7.9,0,2017
4,Spring,2017-04-10,2017,10,10.9,6.4,8.7,5,2017
4,Spring,2017-04-11,2017,11,10.7,4.3,7.5,0,2017
4,Spring,2017-04-12,2017,12,13,7.5,10.3,12,2017
4,Spring,2017-04-13,2017,13,12.3,6.4,9.4,17.4,2017
4,Spring,2017-04-14,2017,14,12.6,6,9.3,3.2,2017
4,Spring,2017-04-15,2017,15,12.9,6.5,9.7,2,2017
4,Spring,2017-04-16,2017,16,12.8,3,7.9,0,2017
4,Spring,2017-04-17,2017,17,14,8.6,11.3,5.4,2017
4,Spring,2017-04-18,2017,18,14.3,9.1,11.7,5.2,2017
4,Spring,2017-04-19,2017,19,12.8,7.5,10.2,0.8,2017
4,Spring,2017-04-20,2017,20,13.2,8.5,10.9,3.6,2017
4,Spring,2017-04-21,2017,21,14.1,6.5,10.3,0,2017
4,Spring,2017-04-22,2017,22,13.8,7.3,10.6,5.8,2017
4,Spring,2017-04-23,2017,23,NA,8.6,NA,NA,2017
4,Spring,2017-04-24,2017,24,13.1,7.4,10.3,5,2017
4,Spring,2017-04-25,2017,25,13.8,8.4,11.1,1.4,2017
4,Spring,2017-04-26,2017,26,14.9,8,11.5,2.8,2017
4,Spring,2017-04-27,2017,27,12.5,8.4,10.5,0,2017
4,Spring,2017-04-28,2017,28,13.9,5.3,9.6,0,2017
4,Spring,2017-04-29,2017,29,10.2,7.7,9,6.2,2017
4,Spring,2017-04-30,2017,30,13.9,5.9,9.9,0,2017
5,Spring,2017-05-01,2017,1,11.4,6.5,9,1.4,2017
5,Spring,2017-05-02,2017,2,14.4,3.8,9.1,0.6,2017
5,Spring,2017-05-03,2017,3,15.4,11,13.2,28.2,2017
5,Spring,2017-05-04,2017,4,19.6,9.3,14.5,0.2,2017
5,Spring,2017-05-05,2017,5,16.4,9.8,13.1,0.8,2017
5,Spring,2017-05-06,2017,6,13.2,8.4,10.8,0,2017
5,Spring,2017-05-07,2017,7,13.3,4.4,8.9,0,2017
5,Spring,2017-05-08,2017,8,14.9,8.7,11.8,0,2017
5,Spring,2017-05-09,2017,9,15.2,5.7,10.5,0,2017
5,Spring,2017-05-10,2017,10,17.4,9.9,13.7,0.2,2017
5,Spring,2017-05-11,2017,11,13.6,9.1,11.4,19.8,2017
5,Spring,2017-05-12,2017,12,13.8,7.2,10.5,6.6,2017
5,Spring,2017-05-13,2017,13,13.8,5.9,9.9,0.2,2017
5,Spring,2017-05-14,2017,14,13.9,8.2,11.1,2.8,2017
5,Spring,2017-05-15,2017,15,10.9,6.6,8.8,17.2,2017
5,Spring,2017-05-16,2017,16,13.2,5.9,9.6,14.8,2017
5,Spring,2017-05-17,2017,17,15.8,9.3,12.6,0,2017
5,Spring,2017-05-18,2017,18,16.6,11.1,13.9,0,2017
5,Spring,2017-05-19,2017,19,17.8,10.6,14.2,0,2017
5,Spring,2017-05-20,2017,20,18.7,7.8,13.3,0,2017
5,Spring,2017-05-21,2017,21,19.8,8.4,14.1,0,2017
5,Spring,2017-05-22,2017,22,21.7,9.9,15.8,0,2017
5,Spring,2017-05-23,2017,23,22.4,10,16.2,0,2017
5,Spring,2017-05-24,2017,24,17,9.8,13.4,0,2017
5,Spring,2017-05-25,2017,25,17.6,7.8,12.7,0,2017
5,Spring,2017-05-26,2017,26,20.4,8.6,14.5,0,2017
5,Spring,2017-05-27,2017,27,22.2,9.7,16,0,2017
5,Spring,2017-05-28,2017,28,25.9,10.9,18.4,0,2017
5,Spring,2017-05-29,2017,29,22.9,12.3,17.6,0,2017
5,Spring,2017-05-30,2017,30,15.7,11.8,13.8,8.2,2017
5,Spring,2017-05-31,2017,31,18.2,11.3,14.8,1.2,2017
6,Summer,2017-06-01,2017,1,18.1,12.5,15.3,1.2,2017
6,Summer,2017-06-02,2017,2,19.3,12.2,15.8,1.2,2017
6,Summer,2017-06-03,2017,3,17.9,11.6,14.8,0,2017
6,Summer,2017-06-04,2017,4,18.1,9.4,13.8,0,2017
6,Summer,2017-06-05,2017,5,18.8,8.3,13.6,0,2017
6,Summer,2017-06-06,2017,6,24,11.5,17.8,0,2017
6,Summer,2017-06-07,2017,7,22.8,13.7,18.3,0,2017
6,Summer,2017-06-08,2017,8,17.4,11.8,14.6,24.4,2017
6,Summer,2017-06-09,2017,9,17.5,8.6,13.1,0,2017
6,Summer,2017-06-10,2017,10,17.4,10,13.7,0,2017
6,Summer,2017-06-11,2017,11,18.8,9.3,14.1,0,2017
6,Summer,2017-06-12,2017,12,20.2,13.5,16.9,0,2017
6,Summer,2017-06-13,2017,13,16.9,11.1,14,0,2017
6,Summer,2017-06-14,2017,14,16.6,9.7,13.2,0,2017
6,Summer,2017-06-15,2017,15,14.6,11.5,13.1,15.2,2017
6,Summer,2017-06-16,2017,16,20.1,11.3,15.7,0,2017
6,Summer,2017-06-17,2017,17,17.2,11.1,14.2,0.4,2017
6,Summer,2017-06-18,2017,18,15.8,11.6,13.7,3.8,2017
6,Summer,2017-06-19,2017,19,18.6,11.8,15.2,0,2017
6,Summer,2017-06-20,2017,20,19.9,13.2,16.6,0.2,2017
6,Summer,2017-06-21,2017,21,18.1,12,15.1,0,2017
6,Summer,2017-06-22,2017,22,19.5,10.1,14.8,0,2017
6,Summer,2017-06-23,2017,23,21.1,11,16.1,0,2017
6,Summer,2017-06-24,2017,24,25.2,11.3,18.3,0,2017
6,Summer,2017-06-25,2017,25,26.2,13.1,19.7,0,2017
6,Summer,2017-06-26,2017,26,22.5,15,18.8,0,2017
6,Summer,2017-06-27,2017,27,20,12.4,16.2,0,2017
6,Summer,2017-06-28,2017,28,20.1,12.8,16.5,0,2017
6,Summer,2017-06-29,2017,29,21.6,12.2,16.9,0,2017
6,Summer,2017-06-30,2017,30,24.1,13.1,18.6,0,2017
7,Summer,2017-07-01,2017,1,21.5,13.2,17.4,0,2017
7,Summer,2017-07-02,2017,2,23.9,12.8,18.4,0,2017
7,Summer,2017-07-03,2017,3,19.9,14.1,17,0,2017
7,Summer,2017-07-04,2017,4,20.8,12.2,16.5,0,2017
7,Summer,2017-07-05,2017,5,24.1,12.1,18.1,0,2017
7,Summer,2017-07-06,2017,6,24.4,13.8,19.1,0,2017
7,Summer,2017-07-07,2017,7,22.6,14.2,18.4,0,2017
7,Summer,2017-07-08,2017,8,22.9,11.8,17.4,0,2017
7,Summer,2017-07-09,2017,9,24,15,19.5,0,2017
7,Summer,2017-07-10,2017,10,20.8,15.6,18.2,0,2017
7,Summer,2017-07-11,2017,11,21.9,12.2,17.1,0,2017
7,Summer,2017-07-12,2017,12,23.6,13.3,18.5,0,2017
7,Summer,2017-07-13,2017,13,22.9,14.9,18.9,0,2017
7,Summer,2017-07-14,2017,14,22.7,12.6,17.7,0,2017
7,Summer,2017-07-15,2017,15,23.9,13.3,18.6,0,2017
7,Summer,2017-07-16,2017,16,20.5,15.5,18,0,2017
7,Summer,2017-07-17,2017,17,22.7,10.4,16.6,0,2017
7,Summer,2017-07-18,2017,18,22.8,12.7,17.8,0,2017
7,Summer,2017-07-19,2017,19,23.9,13.7,18.8,0,2017
7,Summer,2017-07-20,2017,20,23.6,15.6,19.6,0.2,2017
7,Summer,2017-07-21,2017,21,20.3,14.2,17.3,0.2,2017
7,Summer,2017-07-22,2017,22,21.9,15.4,18.7,1.4,2017
7,Summer,2017-07-23,2017,23,22.3,15.6,19,0,2017
7,Summer,2017-07-24,2017,24,22.1,15.7,18.9,0,2017
7,Summer,2017-07-25,2017,25,23.8,15.2,19.5,0,2017
7,Summer,2017-07-26,2017,26,25.4,13.6,19.5,0,2017
7,Summer,2017-07-27,2017,27,23.4,13.4,18.4,0,2017
7,Summer,2017-07-28,2017,28,22.5,11.5,17,0,2017
7,Summer,2017-07-29,2017,29,25.7,12.8,19.3,0,2017
7,Summer,2017-07-30,2017,30,24.1,14.9,19.5,0,2017
7,Summer,2017-07-31,2017,31,23.8,13.6,18.7,0,2017
8,Summer,2017-08-01,2017,1,22.5,17.2,19.9,0,2017
8,Summer,2017-08-02,2017,2,22.5,17.2,19.9,0,2017
8,Summer,2017-08-03,2017,3,24.1,16.9,20.5,0,2017
8,Summer,2017-08-04,2017,4,21.5,15.1,18.3,0,2017
8,Summer,2017-08-05,2017,5,23.9,15,19.5,0,2017
8,Summer,2017-08-06,2017,6,23.6,13.1,18.4,0,2017
8,Summer,2017-08-07,2017,7,23.1,14.3,18.7,0,2017
8,Summer,2017-08-08,2017,8,23.7,15,19.4,0,2017
8,Summer,2017-08-09,2017,9,24.4,14.9,19.7,0,2017
8,Summer,2017-08-10,2017,10,26.1,15.9,21,0,2017
8,Summer,2017-08-11,2017,11,24.8,15.4,20.1,0,2017
8,Summer,2017-08-12,2017,12,21.6,14,17.8,0.2,2017
8,Summer,2017-08-13,2017,13,20.6,15.1,17.9,4.8,2017
8,Summer,2017-08-14,2017,14,20.1,13.4,16.8,0,2017
8,Summer,2017-08-15,2017,15,21.5,13.2,17.4,0,2017
8,Summer,2017-08-16,2017,16,23.7,13.6,18.7,0,2017
8,Summer,2017-08-17,2017,17,23.9,13.9,18.9,0,2017
8,Summer,2017-08-18,2017,18,23.3,13.6,18.5,0,2017
8,Summer,2017-08-19,2017,19,20.4,13.9,17.2,0,2017
8,Summer,2017-08-20,2017,20,22.1,13.4,17.8,0,2017
8,Summer,2017-08-21,2017,21,22.1,12.6,17.4,0,2017
8,Summer,2017-08-22,2017,22,28.3,13.8,21.1,0,2017
8,Summer,2017-08-23,2017,23,24.5,14.8,19.7,0,2017
8,Summer,2017-08-24,2017,24,21.4,13.3,17.4,0,2017
8,Summer,2017-08-25,2017,25,21.2,12.3,16.8,0,2017
8,Summer,2017-08-26,2017,26,23.6,10.9,17.3,0,2017
8,Summer,2017-08-27,2017,27,24.5,13,18.8,0,2017
8,Summer,2017-08-28,2017,28,24.3,15.4,19.9,0,2017
8,Summer,2017-08-29,2017,29,29.5,15.4,22.5,0,2017
8,Summer,2017-08-30,2017,30,22.7,15.3,19,0,2017
8,Summer,2017-08-31,2017,31,22.1,12.8,17.5,0,2017
9,Fall,2017-09-01,2017,1,23.2,13.2,18.2,0,2017
9,Fall,2017-09-02,2017,2,26.3,12.4,19.4,0,2017
9,Fall,2017-09-03,2017,3,26,16.1,21.1,0,2017
9,Fall,2017-09-04,2017,4,25.7,15.4,20.6,0,2017
9,Fall,2017-09-05,2017,5,26.4,17.8,22.1,0,2017
9,Fall,2017-09-06,2017,6,26.6,17.7,22.2,0,2017
9,Fall,2017-09-07,2017,7,22.9,16.1,19.5,0,2017
9,Fall,2017-09-08,2017,8,19.6,16.6,18.1,3.4,2017
9,Fall,2017-09-09,2017,9,17.1,13.1,15.1,5.4,2017
9,Fall,2017-09-10,2017,10,20.8,12.2,16.5,0,2017
9,Fall,2017-09-11,2017,11,23.4,12.2,17.8,0,2017
9,Fall,2017-09-12,2017,12,19.2,15.6,17.4,0,2017
9,Fall,2017-09-13,2017,13,18.8,11.9,15.4,0,2017
9,Fall,2017-09-14,2017,14,19.7,8.7,14.2,0,2017
9,Fall,2017-09-15,2017,15,21.1,7.6,14.4,0,2017
9,Fall,2017-09-16,2017,16,21.5,10.8,16.2,0,2017
9,Fall,2017-09-17,2017,17,16.3,11.2,13.8,2.4,2017
9,Fall,2017-09-18,2017,18,17.2,9.6,13.4,2.5,2017
9,Fall,2017-09-19,2017,19,14.8,9.6,12.2,5.2,2017
9,Fall,2017-09-20,2017,20,15.2,8.4,11.8,1.2,2017
9,Fall,2017-09-21,2017,21,16.1,8.9,12.5,0,2017
9,Fall,2017-09-22,2017,22,17.2,6.8,12,0,2017
9,Fall,2017-09-23,2017,23,18.6,10.1,14.4,0,2017
9,Fall,2017-09-24,2017,24,18.7,9.4,14.1,0,2017
9,Fall,2017-09-25,2017,25,17.8,11.7,14.8,1.4,2017
9,Fall,2017-09-26,2017,26,19,10.5,14.8,0,2017
9,Fall,2017-09-27,2017,27,19,8.8,13.9,0,2017
9,Fall,2017-09-28,2017,28,22,10,16,0,2017
9,Fall,2017-09-29,2017,29,18,11.7,14.9,3.6,2017
9,Fall,2017-09-30,2017,30,15.4,10.3,12.9,4.3,2017
10,Fall,2017-10-01,2017,1,15.6,7.4,11.5,0,2017
10,Fall,2017-10-02,2017,2,16.2,6.5,11.4,0,2017
10,Fall,2017-10-03,2017,3,16.8,4.1,10.5,0,2017
10,Fall,2017-10-04,2017,4,16,4,10,0,2017
10,Fall,2017-10-05,2017,5,16.6,5.1,10.9,0,2017
10,Fall,2017-10-06,2017,6,15,6,10.5,1.2,2017
10,Fall,2017-10-07,2017,7,15.2,9.8,12.5,0,2017
10,Fall,2017-10-08,2017,8,14.2,3.9,9.1,0,2017
10,Fall,2017-10-09,2017,9,15.2,5.5,10.4,0,2017
10,Fall,2017-10-10,2017,10,12.3,6.5,9.4,3.1,2017
10,Fall,2017-10-11,2017,11,13.4,6.6,10,2.2,2017
10,Fall,2017-10-12,2017,12,9.6,6.1,7.9,31.4,2017
10,Fall,2017-10-13,2017,13,11.4,4.6,8,1,2017
10,Fall,2017-10-14,2017,14,10.4,5.2,7.8,0.2,2017
10,Fall,2017-10-15,2017,15,13.6,8.7,11.2,0,2017
10,Fall,2017-10-16,2017,16,11.9,10.2,11.1,8.2,2017
10,Fall,2017-10-17,2017,17,14.1,8.4,11.3,2.2,2017
10,Fall,2017-10-18,2017,18,12.5,7.7,10.1,33.4,2017
10,Fall,2017-10-19,2017,19,12.2,9.1,10.7,10,2017
10,Fall,2017-10-20,2017,20,12.6,6.2,9.4,9.4,2017
10,Fall,2017-10-21,2017,21,9.6,7,8.3,8.2,2017
10,Fall,2017-10-22,2017,22,16.1,8.2,12.2,3.8,2017
10,Fall,2017-10-23,2017,23,14.5,6,10.3,0,2017
10,Fall,2017-10-24,2017,24,13.2,5.6,9.4,0,2017
10,Fall,2017-10-25,2017,25,NA,6.9,NA,NA,2017
10,Fall,2017-10-26,2017,26,12.6,7.4,10,0,2017
10,Fall,2017-10-27,2017,27,13.1,4.4,8.8,0,2017
10,Fall,2017-10-28,2017,28,14,4.2,9.1,0,2017
10,Fall,2017-10-29,2017,29,13.6,3.8,8.7,0,2017
10,Fall,2017-10-30,2017,30,13.2,0.6,6.9,0,2017
10,Fall,2017-10-31,2017,31,10.5,1.2,5.9,0,2017
11,Fall,2017-11-01,2017,1,12.2,2.4,7.3,0,2017
11,Fall,2017-11-02,2017,2,8.8,2.4,5.6,20.8,2017
11,Fall,2017-11-03,2017,3,4.3,-1.3,1.5,0.4,2017
11,Fall,2017-11-04,2017,4,2.1,-2.1,0,0,2017
11,Fall,2017-11-05,2017,5,6.7,-0.4,3.2,0,2017
11,Fall,2017-11-06,2017,6,6.5,-4.3,1.1,0,2017
11,Fall,2017-11-07,2017,7,NA,-0.6,NA,NA,2017
11,Fall,2017-11-08,2017,8,NA,2,NA,0,2017
11,Fall,2017-11-09,2017,9,9.4,6,7.7,3.6,2017
11,Fall,2017-11-10,2017,10,10,7.1,8.6,2.2,2017
11,Fall,2017-11-11,2017,11,9.2,5.7,7.5,7.2,2017
11,Fall,2017-11-12,2017,12,9.5,8.1,8.8,14,2017
11,Fall,2017-11-13,2017,13,10.9,8.1,9.5,8.2,2017
11,Fall,2017-11-14,2017,14,10.3,7,8.7,5.2,2017
11,Fall,2017-11-15,2017,15,10.8,6.7,8.8,12.4,2017
11,Fall,2017-11-16,2017,16,8.4,4.3,6.4,5,2017
11,Fall,2017-11-17,2017,17,8.1,3.9,6,0.6,2017
11,Fall,2017-11-18,2017,18,9.7,6.1,7.9,4,2017
11,Fall,2017-11-19,2017,19,7.8,5.6,6.7,28,2017
11,Fall,2017-11-20,2017,20,8.9,3.8,6.4,4.4,2017
11,Fall,2017-11-21,2017,21,12,3.3,7.7,24.2,2017
11,Fall,2017-11-22,2017,22,16.1,11.3,13.7,16.6,2017
11,Fall,2017-11-23,2017,23,14.2,8.9,11.6,0.8,2017
11,Fall,2017-11-24,2017,24,9.6,7.6,8.6,1.6,2017
11,Fall,2017-11-25,2017,25,11.1,7.7,9.4,1.4,2017
11,Fall,2017-11-26,2017,26,13.1,5.3,9.2,9.8,2017
11,Fall,2017-11-27,2017,27,9.4,2.7,6.1,0.4,2017
11,Fall,2017-11-28,2017,28,8.5,3.2,5.9,12.6,2017
11,Fall,2017-11-29,2017,29,7.8,1.7,4.8,3.2,2017
11,Fall,2017-11-30,2017,30,7.7,5.8,6.8,10.4,2017
12,Winter,2017-12-01,2017,1,7.5,3.9,5.7,17.2,2018
12,Winter,2017-12-02,2017,2,6.8,3.7,5.3,5.2,2018
12,Winter,2017-12-03,2017,3,6,1.1,3.6,0,2018
12,Winter,2017-12-04,2017,4,5.8,1.1,3.5,0,2018
12,Winter,2017-12-05,2017,5,6.3,-1.2,2.6,0,2018
12,Winter,2017-12-06,2017,6,5.8,-1.5,2.2,0,2018
12,Winter,2017-12-07,2017,7,4.2,1.5,2.9,0,2018
12,Winter,2017-12-08,2017,8,3.5,0.2,1.9,0,2018
12,Winter,2017-12-09,2017,9,4.5,-0.8,1.9,0,2018
12,Winter,2017-12-10,2017,10,7.7,0.5,4.1,0,2018
12,Winter,2017-12-11,2017,11,8.9,-1.3,3.8,0,2018
12,Winter,2017-12-12,2017,12,7.6,1.9,4.8,0,2018
12,Winter,2017-12-13,2017,13,7.9,0.8,4.4,0,2018
12,Winter,2017-12-14,2017,14,6.5,-0.5,3,0,2018
12,Winter,2017-12-15,2017,15,6.9,1.4,4.2,0.8,2018
12,Winter,2017-12-16,2017,16,6.5,1.6,4.1,5.8,2018
12,Winter,2017-12-17,2017,17,7.4,4.6,6,40.6,2018
12,Winter,2017-12-18,2017,18,7.3,5,6.2,3,2018
12,Winter,2017-12-19,2017,19,5.4,0.1,2.8,44.2,2018
12,Winter,2017-12-20,2017,20,5,-1.7,1.7,0,2018
12,Winter,2017-12-21,2017,21,2.3,-2.7,-0.2,0,2018
12,Winter,2017-12-22,2017,22,5.5,-2.6,1.5,0,2018
12,Winter,2017-12-23,2017,23,2.8,-5.8,-1.5,0,2018
12,Winter,2017-12-24,2017,24,0.9,-4.9,-2,0,2018
12,Winter,2017-12-25,2017,25,1,-1.5,-0.3,0,2018
12,Winter,2017-12-26,2017,26,0.7,-1.4,-0.4,0,2018
12,Winter,2017-12-27,2017,27,1.9,-1.9,0,3.2,2018
12,Winter,2017-12-28,2017,28,5.7,1.1,3.4,20.8,2018
12,Winter,2017-12-29,2017,29,4.7,0.9,2.8,27.6,2018
12,Winter,2017-12-30,2017,30,4.3,-1.8,1.3,2.2,2018
12,Winter,2017-12-31,2017,31,3.8,-3.9,-0.1,0,2018
